id,x_px,y_px,type,label,r_kpc,size
2811,11037.441,6160.212,star,,20.452,1.0
2812,9463.95,1093.796,star,,46.050,1.0
2813,4173.743,5372.336,star,,16.421,1.0
2814,8661.718,10341.295,star,,15.228,1.0
2815,13553.7,9074.918,star,,46.842,1.0
2816,12378.871,8063.711,star,,33.117,1.0
2817,4681.678,13112.782,star,,44.993,1.0
2818,7987.877,707.495,star,,46.379,1.0
2819,11016.296,11831.346,star,,40.578,1.0
2820,8717.402,10685.624,star,,18.599,1.0
2821,3716.656,8188.459,star,,17.153,1.0
2822,7195.642,2859.175,star,,24.409,1.0
2823,9142.985,13047.216,star,,42.208,1.0
2824,4511.423,11595.057,star,,32.283,1.0
2825,12158.071,8164.23,star,,31.119,1.0
2826,6260.396,12291.642,star,,32.452,1.0
2827,9268.597,12332.919,star,,35.927,1.0
2828,6321.746,13692.194,star,,46.179,1.0
2829,7959.431,10913.233,star,,18.509,1.0
2830,7655.359,12196.239,star,,30.794,1.0
2831,10446.871,2958.353,star,,34.271,1.0
2832,10834.754,9952.128,star,,26.159,1.0
2833,10251.026,8932.586,star,,15.661,1.0
2834,12228.823,4412.018,star,,38.250,1.0
2835,7147.886,12277.758,star,,31.422,1.0
2836,6611.246,2139.065,star,,31.970,1.0
2837,3186.411,9392.921,star,,26.628,1.0
2838,10329.814,10123.199,star,,23.392,1.0
2839,1323.216,8305.235,star,,40.762,1.0
2840,3572.205,4955.326,star,,23.729,1.0
2841,2964.954,6827.48,star,,23.529,1.0
2842,11334.754,5013.36,star,,27.519,1.0
2843,562.013,6444.5,star,,47.828,1.0
2844,2312.629,6497.632,star,,30.400,1.0
2845,5387.246,1900.053,star,,37.063,1.0
2846,12242.516,7039.793,star,,31.097,1.0
2847,4173.535,13020.341,star,,46.346,1.0
2848,10621.22,3076.398,star,,34.425,1.0
2849,11017.007,9407.923,star,,24.670,1.0
2850,8498.147,2628.194,star,,28.470,1.0
2851,2359.321,10487.661,star,,39.384,1.0
2852,11762.794,8800.679,star,,28.945,1.0
2853,5501.6,3659.02,star,,20.332,1.0
2854,7755.356,1218.406,star,,41.056,1.0
2855,3930.968,2091.476,star,,41.718,1.0
2856,2942.581,3929.44,star,,34.759,1.0
2857,2558.738,10351.957,star,,36.972,1.0
2858,13404.379,5395.61,star,,45.312,1.0
2859,11320.839,9471.71,star,,27.631,1.0
2860,1885.099,4297.672,star,,41.621,1.0
2861,3066.062,5733.928,star,,24.912,1.0
2862,3688.594,5680.152,star,,19.319,1.0
2863,5356.872,10911.171,star,,22.176,1.0
2864,2349.008,7666.239,star,,29.716,1.0
2865,7943.488,11035.375,star,,19.677,1.0
2866,10455.751,5320.82,star,,18.346,1.0
2867,8801.564,10868.974,star,,20.616,1.0
2868,4413.902,10560.627,star,,24.450,1.0
2869,9752.784,10645.928,star,,23.453,1.0
2870,9883.896,10847.979,star,,25.866,1.0
2871,7771.963,3130.08,star,,22.073,1.0
2872,5090.585,11127.502,star,,25.329,1.0
2873,11579.723,5167.719,star,,29.016,1.0
2874,9810.8,12129.227,star,,36.356,1.0
2875,3329.94,2368.574,star,,42.976,1.0
2876,4780.193,4544.481,star,,17.001,1.0
2877,9474.318,4653.443,star,,14.978,1.0
2878,9843.744,10726.158,star,,24.640,1.0
2879,4512.076,12799.965,star,,42.853,1.0
2880,3793.007,13088.927,star,,48.789,1.0
2881,3986.675,4389.88,star,,23.762,1.0
2882,11237.2,4069.382,star,,31.877,1.0
2883,10978.951,7957.001,star,,19.149,1.0
2884,4156.342,9107.713,star,,16.799,1.0
2885,4982.419,4455.966,star,,16.349,1.0
2886,13333.525,6965.515,star,,42.027,1.0
2887,2349.233,6479.317,star,,30.065,1.0
2888,5207.219,10189.528,star,,16.699,1.0
2889,10717.041,10164.481,star,,26.564,1.0
2890,2638.332,7987.074,star,,27.258,1.0
2891,3005.361,6717.756,star,,23.232,1.0
2892,876.186,6950.444,star,,44.295,1.0
2893,9446.425,4514.551,star,,15.855,1.0
2894,6503.101,11270.266,star,,21.968,1.0
2895,13737.118,9094.411,star,,48.658,1.0
2896,3118.587,8749.375,star,,24.581,1.0
2897,6701.962,12605.116,star,,34.938,1.0
2898,13127.453,6915.725,star,,39.997,1.0
2899,3695.869,4358.876,star,,26.185,1.0
2900,5200.055,13384.684,star,,45.705,1.0
2901,3218.282,4751.918,star,,27.809,1.0
2902,12545.333,11434.193,star,,48.759,1.0
2903,8681.634,12764.496,star,,38.184,1.0
2904,9138.387,10655.747,star,,20.198,1.0
2905,9250.435,4169.917,star,,17.455,1.0
2906,5287.314,10970.176,star,,23.018,1.0
2907,5986.538,10637.687,star,,17.167,1.0
2908,3271.137,7570.643,star,,20.446,1.0
2909,11541.954,8182.583,star,,25.122,1.0
2910,10092.857,1628.239,star,,43.677,1.0
2911,12549.203,5591.082,star,,36.559,1.0
2912,4374.21,9900.867,star,,19.916,1.0
2913,2886.242,6562.74,star,,24.630,1.0
2914,4785.086,12835.932,star,,42.041,1.0
2915,4001.338,10542.355,star,,27.078,1.0
2916,12802.337,3350.758,star,,48.747,1.0
2917,9829.659,3546.274,star,,25.878,1.0
2918,6615.617,926.222,star,,44.025,1.0
2919,3415.362,5300.904,star,,23.406,1.0
2920,5068.934,13217.157,star,,44.545,1.0
2921,10105.649,4587.341,star,,19.883,1.0
2922,8007.014,10741.863,star,,16.931,1.0
2923,7766.853,11236.911,star,,21.386,1.0
2924,10579.49,5018.555,star,,20.991,1.0
2925,11155.033,6459.051,star,,20.915,1.0
2926,1755.733,3313.146,star,,47.965,1.0
2927,3611.52,8977.172,star,,20.947,1.0
2928,12900.657,10233.37,star,,45.151,1.0
2929,11448.936,7856.546,star,,23.608,1.0
2930,5568.006,1350.877,star,,41.767,1.0
2931,5634.119,11945.427,star,,30.677,1.0
2932,11038.757,6442.3,star,,19.807,1.0
2933,10163.946,2964.481,star,,32.561,1.0
2934,8471.065,11044.501,star,,21.084,1.0
2935,3290.937,7270.888,star,,20.094,1.0
2936,10671.553,9495.268,star,,22.188,1.0
2937,832.751,7300.31,star,,44.678,1.0
2938,4202.355,9121.116,star,,16.479,1.0
2939,5637.365,965.086,star,,45.316,1.0
2940,10272.009,13246.874,star,,48.403,1.0
2941,12421.02,7054.528,star,,32.876,1.0
2942,4156.17,11444.128,star,,33.007,1.0
2943,8944.865,3884.875,star,,18.359,1.0
2944,10243.884,5190.312,star,,17.245,1.0
2945,9968.397,4637.38,star,,18.535,1.0
2946,4221.841,2410.689,star,,37.459,1.0
2947,3881.997,4028.031,star,,26.977,1.0
2948,6231.43,2453.259,star,,29.478,1.0
2949,5408.978,10191.767,star,,15.628,1.0
2950,9895.834,12882.273,star,,43.474,1.0
2951,3037.271,9772.311,star,,29.813,1.0
2952,665.274,6971.229,star,,46.394,1.0
2953,10078.976,10843.784,star,,27.000,1.0
2954,1120.279,7657.254,star,,41.955,1.0
2955,7199.916,3194.41,star,,21.060,1.0
2956,3870.157,10210.068,star,,25.720,1.0
2957,3067.802,7816.46,star,,22.751,1.0
2958,2886.533,9505.97,star,,29.806,1.0
2959,11253.052,8744.105,star,,23.960,1.0
2960,5425.718,11594.792,star,,28.115,1.0
2961,9104.665,11123.114,star,,24.190,1.0
2962,11718.857,3688.103,star,,38.020,1.0
2963,4437.416,12811.005,star,,43.281,1.0
2964,12001.807,6840.622,star,,28.807,1.0
2965,11527.084,2348.714,star,,45.842,1.0
2966,4919.091,10520.916,star,,21.062,1.0
2967,7837.05,11910.103,star,,28.148,1.0
2968,4660.728,11304.936,star,,29.031,1.0
2969,9032.611,12731.908,star,,38.868,1.0
2970,3101.592,7434.223,star,,22.040,1.0
2971,10067.732,10900.088,star,,27.380,1.0
2972,8724.374,3813.48,star,,18.049,1.0
2973,843.056,6872.88,star,,44.663,1.0
2974,13208.158,10397.585,star,,48.635,1.0
2975,9538.169,10347.317,star,,19.776,1.0
2976,13147.561,10505.867,star,,48.621,1.0
2977,2369.723,11960.011,star,,48.638,1.0
2978,5844.181,1718.024,star,,37.507,1.0
2979,1090.488,6275.785,star,,42.815,1.0
2980,8789.585,13078.124,star,,41.492,1.0
2981,8562.54,12039.785,star,,30.877,1.0
2982,9241.277,12904.43,star,,41.177,1.0
2983,6703.735,13411.202,star,,42.965,1.0
2984,8994.046,12888.728,star,,40.243,1.0
2985,4583.008,10590.948,star,,23.622,1.0
2986,4200.259,2712.022,star,,35.052,1.0
2987,1798.824,8659.15,star,,36.895,1.0
2988,2385.903,4265.284,star,,37.448,1.0
2989,2462.878,5679.828,star,,30.797,1.0
2990,1176.856,6969.649,star,,41.271,1.0
2991,10165.199,1284.965,star,,47.067,1.0
2992,9040.017,4188.287,star,,16.174,1.0
2993,5095.144,12021.73,star,,33.342,1.0
2994,10807.931,9873.295,star,,25.472,1.0
2995,9592.653,9749.238,star,,15.528,1.0
2996,8754.703,10639.985,star,,18.332,1.0
2997,3049.911,8841.038,star,,25.549,1.0
2998,4188.894,4785.533,star,,19.669,1.0
2999,3361.084,12792.227,star,,48.605,1.0
3000,10294.481,2387.475,star,,38.090,1.0
3001,8069.748,935.095,star,,44.224,1.0
3002,11863.725,5517.521,star,,30.292,1.0
3003,4141.249,11423.426,star,,32.928,1.0
3004,11759.679,4018.704,star,,36.374,1.0
3005,12152.655,8224.738,star,,31.183,1.0
3006,4958.456,12031.958,star,,33.999,1.0
3007,11207.794,8866.37,star,,23.989,1.0
3008,2972.755,9406.406,star,,28.581,1.0
3009,5097.69,10769.474,star,,22.183,1.0
3010,4847.846,13420.543,star,,47.220,1.0
3011,4398.311,2459.769,star,,36.129,1.0
3012,6784.059,3250.43,star,,20.732,1.0
3013,9747.422,10198.945,star,,19.921,1.0
3014,3457.795,2985.105,star,,37.438,1.0
3015,3790.693,9125.782,star,,20.045,1.0
3016,11047.53,7605.268,star,,19.311,1.0
3017,11867.888,4625.363,star,,34.058,1.0
3018,9299.547,10713.982,star,,21.508,1.0
3019,12124.923,7275.327,star,,29.893,1.0
3020,4239.473,9839.951,star,,20.502,1.0
3021,10939.376,11419.216,star,,36.944,1.0
3022,12134.684,11250.969,star,,44.411,1.0
3023,3876.416,9718.27,star,,22.554,1.0
3024,6166.383,2358.959,star,,30.535,1.0
3025,2865.221,12379.272,star,,48.337,1.0
3026,10230.004,12368.624,star,,40.487,1.0
3027,13346.466,6980.495,star,,42.151,1.0
3028,10799.448,3035.778,star,,35.882,1.0
3029,10183.121,10680.733,star,,26.408,1.0
3030,8053.719,3138.536,star,,22.462,1.0
3031,3134.88,9200.221,star,,26.208,1.0
3032,4347.848,9706.799,star,,18.809,1.0
3033,6002.333,12447.18,star,,34.506,1.0
3034,12894.059,10952.135,star,,48.762,1.0
3035,5246.086,10449.905,star,,18.680,1.0
3036,12896.604,10576.914,star,,46.796,1.0
3037,8812.96,12964.631,star,,40.459,1.0
3038,3805.286,13004.812,star,,48.002,1.0
3039,11259.663,1893.02,star,,47.671,1.0
3040,11581.067,10142.188,star,,33.338,1.0
3041,7036.134,3073.051,star,,22.309,1.0
3042,3990.842,12975.035,star,,46.818,1.0
3043,3971.74,9067.703,star,,18.183,1.0
3044,9205.105,10591.48,star,,19.972,1.0
3045,5817.006,970.393,star,,44.848,1.0
3046,12058.52,8754.786,star,,31.606,1.0
3047,2687.255,5622.683,star,,28.854,1.0
3048,4686.193,10801.964,star,,24.700,1.0
3049,11096.039,7369.467,star,,19.630,1.0
3050,10503.008,4278.012,star,,24.905,1.0
3051,7998.728,2472.428,star,,28.914,1.0
3052,5012.344,4210.599,star,,18.115,1.0
3053,9241.424,2469.329,star,,32.438,1.0
3054,10759.314,4098.979,star,,28.010,1.0
3055,2770.301,3586.939,star,,38.237,1.0
3056,10131.116,3636.594,star,,26.986,1.0
3057,12195.616,9506.666,star,,35.606,1.0
3058,12388.853,2868.583,star,,48.389,1.0
3059,9703.7,4495.756,star,,17.688,1.0
3060,12055.825,9018.852,star,,32.441,1.0
3061,9403.02,3108.067,star,,27.367,1.0
3062,2216.178,6502.48,star,,31.347,1.0
3063,11791.926,5295.408,star,,30.436,1.0
3064,2292.926,9518.419,star,,35.178,1.0
3065,8325.774,11152.568,star,,21.695,1.0
3066,2835.471,8708.15,star,,27.109,1.0
3067,6257.52,10966.927,star,,19.520,1.0
3068,12135.086,8904.611,star,,32.803,1.0
3069,2762.673,9067.054,star,,29.058,1.0
3070,7796.368,10829.713,star,,17.397,1.0
3071,3290.244,7236.294,star,,20.098,1.0
3072,4846.626,9864.849,star,,16.358,1.0
3073,5723.217,3692.979,star,,19.109,1.0
3074,3463.036,5360.803,star,,22.711,1.0
3075,6088.627,13047.262,star,,40.200,1.0
3076,2268.079,7363.825,star,,30.341,1.0
3077,11241.526,2980.023,star,,39.257,1.0
3078,4727.045,12028.592,star,,34.993,1.0
3079,3455.911,4569.194,star,,26.830,1.0
3080,1423.961,8694.916,star,,40.613,1.0
3081,10396.841,5083.517,star,,19.110,1.0
3082,3820.839,9963.351,star,,24.498,1.0
3083,12250.054,8067.898,star,,31.853,1.0
3084,7553.838,12206.736,star,,30.820,1.0
3085,6448.0,2996.778,star,,23.729,1.0
3086,9889.906,9933.513,star,,18.916,1.0
3087,2829.071,5247.359,star,,28.930,1.0
3088,11091.908,8647.397,star,,22.112,1.0
3089,8660.211,13061.161,star,,41.005,1.0
3090,5198.935,3530.534,star,,22.860,1.0
3091,12213.813,8615.938,star,,32.716,1.0
3092,5181.399,10298.037,star,,17.745,1.0
3093,9716.107,4168.304,star,,20.242,1.0
3094,5413.428,11355.675,star,,25.961,1.0
3095,975.094,5232.465,star,,46.330,1.0
3096,5187.539,4029.698,star,,18.620,1.0
3097,5139.821,3241.745,star,,25.686,1.0
3098,10060.349,11881.074,star,,35.431,1.0
3099,11339.935,4900.741,star,,28.106,1.0
3100,12120.62,9204.137,star,,33.717,1.0
3101,866.298,4855.104,star,,48.590,1.0
3102,4252.694,10627.724,star,,26.008,1.0
3103,3562.878,4818.711,star,,24.550,1.0
3104,1966.493,6698.098,star,,33.592,1.0
3105,9733.878,2772.282,star,,31.902,1.0
3106,5951.359,3607.304,star,,19.084,1.0
3107,2843.333,9392.769,star,,29.674,1.0
3108,11279.887,11721.82,star,,41.469,1.0
3109,3970.806,11672.199,star,,35.942,1.0
3110,3233.923,11431.26,star,,38.807,1.0
3111,7907.936,12183.23,star,,30.949,1.0
3112,8433.805,980.403,star,,44.370,1.0
3113,2748.94,8767.258,star,,28.120,1.0
3114,9940.969,2830.228,star,,32.460,1.0
3115,5151.751,3006.166,star,,27.734,1.0
3116,10073.697,9113.951,star,,15.098,1.0
3117,10198.367,12587.266,star,,42.230,1.0
3118,5844.243,12515.437,star,,35.547,1.0
3119,4196.115,9394.466,star,,18.061,1.0
3120,2236.022,6159.878,star,,31.751,1.0
3121,4756.491,11543.798,star,,30.591,1.0
3122,1953.741,7736.814,star,,33.718,1.0
3123,12141.132,8357.629,star,,31.353,1.0
3124,1357.053,4151.662,star,,46.966,1.0
3125,9669.76,9993.984,star,,17.857,1.0
3126,10931.36,8416.257,star,,19.840,1.0
3127,3855.519,5541.694,star,,18.388,1.0
3128,3432.58,8065.426,star,,19.611,1.0
3129,6617.263,11150.496,star,,20.601,1.0
3130,3508.759,8985.924,star,,21.910,1.0
3131,6243.261,11293.825,star,,22.728,1.0
3132,13208.81,6139.807,star,,41.691,1.0
3133,3888.613,9026.397,star,,18.708,1.0
3134,9012.471,4141.524,star,,16.436,1.0
3135,13047.865,9370.901,star,,42.967,1.0
3136,8706.968,2184.944,star,,33.307,1.0
3137,5186.412,4200.152,star,,17.200,1.0
3138,948.663,6564.487,star,,43.853,1.0
3139,4661.05,3556.049,star,,25.483,1.0
3140,3829.396,11401.121,star,,34.654,1.0
3141,8434.472,13518.351,star,,44.987,1.0
3142,5227.667,2477.35,star,,32.235,1.0
3143,1334.677,4745.057,star,,44.639,1.0
3144,3167.592,11112.493,star,,37.010,1.0
3145,4316.868,5176.949,star,,16.292,1.0
3146,3331.408,8740.072,star,,22.560,1.0
3147,3773.109,10088.225,star,,25.659,1.0
3148,3558.088,8109.517,star,,18.489,1.0
3149,8125.675,11432.772,star,,23.934,1.0
3150,2511.513,11097.789,star,,41.815,1.0
3151,3571.456,11244.215,star,,35.141,1.0
3152,7293.118,12307.661,star,,31.722,1.0
3153,8718.261,10403.492,star,,16.031,1.0
3154,6884.436,13371.382,star,,42.444,1.0
3155,10398.974,1322.231,star,,47.812,1.0
3156,7695.123,11492.422,star,,23.830,1.0
3157,9883.44,4293.192,star,,20.392,1.0
3158,7329.742,727.06,star,,45.739,1.0
3159,5998.004,3637.205,star,,18.649,1.0
3160,10934.087,6236.708,star,,19.255,1.0
3161,11014.5,5860.735,star,,21.138,1.0
3162,10186.9,10538.396,star,,25.361,1.0
3163,5962.895,12189.048,star,,32.090,1.0
3164,11967.558,7475.539,star,,28.385,1.0
3165,1138.817,7933.281,star,,42.031,1.0
3166,2683.092,5051.158,star,,31.080,1.0
3167,6077.328,3553.743,star,,19.207,1.0
3168,8842.598,11884.822,star,,30.233,1.0
3169,4336.229,9640.962,star,,18.470,1.0
3170,11337.259,7118.861,star,,22.025,1.0
3171,8268.755,11309.917,star,,23.067,1.0
3172,8981.993,10367.383,star,,16.917,1.0
3173,4845.614,4550.797,star,,16.516,1.0
3174,2530.865,7743.524,star,,27.985,1.0
3175,10743.995,10395.98,star,,28.288,1.0
3176,11537.838,5517.569,star,,27.238,1.0
3177,2307.301,8277.82,star,,31.058,1.0
3178,5111.873,1510.414,star,,41.658,1.0
3179,10087.421,9549.07,star,,17.790,1.0
3180,4785.153,1295.679,star,,44.845,1.0
3181,11504.903,7017.188,star,,23.736,1.0
3182,1003.16,5920.644,star,,44.308,1.0
3183,721.146,5779.533,star,,47.362,1.0
3184,12776.356,5852.996,star,,38.055,1.0
3185,11032.272,9292.422,star,,24.239,1.0
3186,3533.617,10079.416,star,,27.470,1.0
3187,11178.329,6789.9,star,,20.654,1.0
3188,3716.223,4739.788,star,,23.720,1.0
3189,5223.092,10946.555,star,,23.107,1.0
3190,6447.796,11311.898,star,,22.477,1.0
3191,11243.44,9860.97,star,,28.975,1.0
3192,10044.583,4531.341,star,,19.817,1.0
3193,6164.868,11569.502,star,,25.591,1.0
3194,2711.07,7691.261,star,,26.137,1.0
3195,6210.982,3404.078,star,,20.266,1.0
3196,971.116,7632.769,star,,43.426,1.0
3197,9161.744,2503.373,star,,31.816,1.0
3198,7139.467,12220.222,star,,30.848,1.0
3199,5877.479,3324.352,star,,21.999,1.0
3200,6655.583,1080.107,star,,42.456,1.0
3201,6071.86,3550.418,star,,19.235,1.0
3202,2208.079,7983.015,star,,31.500,1.0
3203,1722.091,11120.777,star,,48.227,1.0
3204,10836.859,8353.097,star,,18.747,1.0
3205,6559.226,2382.965,star,,29.617,1.0
3206,5179.204,10875.023,star,,22.689,1.0
3207,4611.631,9710.862,star,,16.886,1.0
3208,3731.575,3219.115,star,,33.873,1.0
3209,2448.62,6547.724,star,,28.991,1.0
3210,4877.132,4034.184,star,,20.338,1.0
3211,3746.919,12096.926,star,,40.697,1.0
3212,4653.354,4225.788,star,,20.229,1.0
3213,4275.629,5030.177,star,,17.486,1.0
3214,10881.686,6001.901,star,,19.422,1.0
3215,13035.725,5503.435,star,,41.471,1.0
3216,7836.714,3463.298,star,,18.873,1.0
3217,9541.166,10334.857,star,,19.694,1.0
3218,10324.115,5052.056,star,,18.687,1.0
3219,3559.141,5776.531,star,,20.146,1.0
3220,11955.12,5758.767,star,,30.388,1.0
3221,4000.401,3589.703,star,,29.315,1.0
3222,4430.572,4811.004,star,,17.649,1.0
3223,2829.558,9334.886,star,,29.543,1.0
3224,4797.31,3398.713,star,,26.038,1.0
3225,12843.504,6110.943,star,,38.154,1.0
3226,7118.926,12136.001,star,,30.010,1.0
3227,2446.686,8899.316,star,,31.409,1.0
3228,7208.778,11732.846,star,,25.969,1.0
3229,3942.8,10520.322,star,,27.331,1.0
3230,3204.774,7414.243,star,,21.000,1.0
3231,3957.193,4912.605,star,,20.755,1.0
3232,11522.132,3113.828,star,,40.292,1.0
3233,12282.346,4541.884,star,,38.099,1.0
3234,12237.514,8771.887,star,,33.365,1.0
3235,11149.364,5546.554,star,,23.539,1.0
3236,4394.854,4576.186,star,,19.484,1.0
3237,1274.252,7086.449,star,,40.272,1.0
3238,2661.362,8244.799,star,,27.529,1.0
3239,3996.994,10103.844,star,,24.067,1.0
3240,9750.947,11256.758,star,,28.493,1.0
3241,6399.815,3230.555,star,,21.525,1.0
3242,8095.527,3184.584,star,,22.098,1.0
3243,10595.407,12228.621,star,,41.246,1.0
3244,10808.157,11603.888,star,,37.499,1.0
3245,3364.216,5134.535,star,,24.629,1.0
3246,10977.565,12180.248,star,,43.076,1.0
3247,10496.115,10611.441,star,,28.002,1.0
3248,8562.585,3332.427,star,,21.936,1.0
3249,3925.881,5560.32,star,,17.679,1.0
3250,8070.905,3087.939,star,,22.992,1.0
3251,2120.922,7967.538,star,,32.339,1.0
3252,6691.887,12270.156,star,,31.615,1.0
3253,1108.827,5946.183,star,,43.222,1.0
3254,10510.269,8757.712,star,,17.165,1.0
3255,1605.317,3621.792,star,,47.480,1.0
3256,6322.987,12353.616,star,,32.950,1.0
3257,10898.697,1525.167,star,,48.611,1.0
3258,3688.145,11168.256,star,,33.796,1.0
3259,2512.66,2467.091,star,,47.687,1.0
3260,2562.478,5369.421,star,,30.911,1.0
3261,956.816,5448.403,star,,45.885,1.0
3262,8892.738,11947.023,star,,30.980,1.0
3263,2250.449,10060.384,star,,38.053,1.0
3264,4420.755,4888.083,star,,17.225,1.0
3265,7706.295,11375.204,star,,22.677,1.0
3266,8609.741,12372.784,star,,34.214,1.0
3267,11473.879,10191.057,star,,32.735,1.0
3268,2748.93,8660.548,star,,27.781,1.0
3269,4459.929,9767.293,star,,18.378,1.0
3270,11632.952,10560.973,star,,36.198,1.0
3271,11633.577,5456.635,star,,28.359,1.0
3272,13562.941,6747.752,star,,44.443,1.0
3273,10598.208,8583.178,star,,17.275,1.0
3274,10180.066,5177.246,star,,16.790,1.0
3275,8939.208,10541.986,star,,18.252,1.0
3276,3987.051,9548.889,star,,20.660,1.0
3277,12131.115,4438.459,star,,37.269,1.0
3278,11108.356,9415.354,star,,25.500,1.0
3279,5063.716,11320.416,star,,27.157,1.0
3280,13120.607,4556.196,star,,45.570,1.0
3281,9958.886,12600.998,star,,41.234,1.0
3282,1277.862,4016.708,star,,48.299,1.0
3283,12920.405,10865.959,star,,48.514,1.0
3284,5421.473,3529.581,star,,21.847,1.0
3285,3404.22,7889.963,star,,19.545,1.0
3286,8953.071,3394.713,star,,22.806,1.0
3287,3821.77,8941.502,star,,18.905,1.0
3288,6097.698,13669.747,star,,46.303,1.0
3289,5268.811,13443.649,star,,46.057,1.0
3290,3109.428,7057.134,star,,21.937,1.0
3291,8457.769,11027.251,star,,20.879,1.0
3292,7957.536,744.574,star,,45.975,1.0
3293,9931.246,4704.683,star,,17.804,1.0
3294,3646.938,8833.989,star,,20.017,1.0
3295,8208.27,11192.515,star,,21.780,1.0
3296,2584.795,7817.563,star,,27.538,1.0
3297,4420.069,9985.681,star,,20.175,1.0
3298,5683.265,2904.873,star,,26.600,1.0
3299,10775.699,11376.414,star,,35.546,1.0
3300,4265.795,11412.207,star,,32.110,1.0
3301,4525.025,9996.61,star,,19.515,1.0
3302,11894.801,6199.885,star,,28.683,1.0
3303,11324.026,9076.814,star,,25.899,1.0
3304,10681.663,5427.186,star,,19.812,1.0
3305,12338.86,9742.224,star,,37.912,1.0
3306,11710.489,5421.758,star,,29.203,1.0
3307,3478.492,8775.829,star,,21.330,1.0
3308,4128.576,10586.722,star,,26.529,1.0
3309,10307.017,10518.047,star,,26.033,1.0
3310,9281.079,3532.511,star,,23.056,1.0
3311,1931.799,11464.185,star,,48.624,1.0
3312,3371.948,8101.08,star,,20.281,1.0
3313,12245.753,9882.61,star,,37.722,1.0
3314,9545.527,4086.66,star,,19.836,1.0
3315,1235.215,9063.529,star,,43.430,1.0
3316,10140.054,10248.557,star,,22.918,1.0
3317,11615.903,10199.704,star,,33.954,1.0
3318,4152.996,9139.905,star,,16.997,1.0
3319,9268.105,4167.425,star,,17.580,1.0
3320,11216.088,10340.174,star,,31.547,1.0
3321,10442.374,4520.366,star,,22.860,1.0
3322,3333.67,6149.634,star,,21.106,1.0
3323,7838.613,2209.704,star,,31.286,1.0
3324,9281.927,10554.165,star,,20.050,1.0
3325,7528.795,13198.247,star,,40.703,1.0
3326,2817.963,2037.912,star,,48.786,1.0
3327,8921.034,2660.548,star,,29.473,1.0
3328,3113.23,5946.677,star,,23.791,1.0
3329,10721.488,10184.154,star,,26.725,1.0
3330,8996.844,10576.132,star,,18.847,1.0
3331,5476.406,13715.734,star,,48.091,1.0
3332,7540.916,12113.85,star,,29.885,1.0
3333,6696.102,2329.083,star,,29.987,1.0
3334,9303.866,10595.172,star,,20.491,1.0
3335,11986.347,8567.25,star,,30.376,1.0
3336,6815.533,11959.957,star,,28.410,1.0
3337,11997.4,10881.244,star,,41.038,1.0
3338,10022.784,10316.098,star,,22.611,1.0
3339,11983.782,11253.458,star,,43.268,1.0
3340,11704.606,8067.543,star,,26.483,1.0
3341,10712.3,6362.749,star,,16.794,1.0
3342,13053.657,8385.067,star,,40.332,1.0
3343,8857.832,929.127,star,,45.812,1.0
3344,11250.114,5823.254,star,,23.485,1.0
3345,13675.154,7222.639,star,,45.392,1.0
3346,4839.532,10590.16,star,,22.086,1.0
3347,2358.644,7878.239,star,,29.860,1.0
3348,7677.44,13219.435,star,,41.010,1.0
3349,12550.806,9246.092,star,,37.874,1.0
3350,13090.535,7546.092,star,,39.637,1.0
3351,10600.408,5257.98,star,,19.913,1.0
3352,12240.157,11600.677,star,,47.476,1.0
3353,4885.595,9947.712,star,,16.725,1.0
3354,4217.711,3938.713,star,,25.267,1.0
3355,3360.594,3739.532,star,,32.762,1.0
3356,5021.832,10761.778,star,,22.511,1.0
3357,12567.021,4820.067,star,,39.439,1.0
3358,9120.798,1057.905,star,,45.293,1.0
3359,8953.884,2376.917,star,,32.249,1.0
3360,11933.93,6897.352,star,,28.088,1.0
3361,5257.994,3678.714,star,,21.278,1.0
3362,10056.653,3854.643,star,,24.824,1.0
3363,3571.825,11491.92,star,,36.999,1.0
3364,2070.792,6021.152,star,,33.665,1.0
3365,3389.783,6813.638,star,,19.301,1.0
3366,10789.696,6322.383,star,,17.643,1.0
3367,2042.722,10494.843,star,,42.075,1.0
3368,10003.632,11071.176,star,,28.367,1.0
3369,8716.7,12531.521,star,,36.028,1.0
3370,611.665,5707.395,star,,48.588,1.0
3371,12011.92,8806.952,star,,31.324,1.0
3372,3682.304,8416.823,star,,18.154,1.0
3373,10868.041,5642.622,star,,20.575,1.0
3374,6690.173,2900.132,star,,24.320,1.0
3375,2652.347,4589.483,star,,33.502,1.0
3376,12457.76,4879.572,star,,38.199,1.0
3377,7765.098,548.282,star,,47.741,1.0
3378,3287.728,2723.223,star,,40.528,1.0
3379,8325.683,11597.248,star,,25.992,1.0
3380,9138.77,12803.567,star,,39.886,1.0
3381,2853.535,4208.581,star,,33.834,1.0
3382,6309.062,11864.666,star,,28.167,1.0
3383,10441.512,3702.664,star,,28.516,1.0
3384,3092.219,7482.893,star,,22.163,1.0
3385,3607.208,11515.968,star,,36.954,1.0
3386,8119.797,10807.41,star,,17.830,1.0
3387,6941.949,13184.891,star,,40.553,1.0
3388,7965.533,1977.604,star,,33.754,1.0
3389,5994.757,11527.776,star,,25.620,1.0
3390,10867.285,3274.346,star,,34.551,1.0
3391,7526.67,2650.964,star,,26.595,1.0
3392,8375.29,3017.451,star,,24.391,1.0
3393,1417.408,8059.297,star,,39.433,1.0
