src,dst
2272,12773
2272,23771
2272,28327
2273,4835
2273,12146
2273,17463
2274,3140
2274,11615
2274,13225
2274,26724
2275,2382
2275,7913
2275,21168
2275,22797
2276,2642
2276,7104
2276,9663
2276,20561
2277,7515
2277,12353
2277,31306
2278,5110
2278,9009
2278,31417
2279,12929
2279,17335
2279,21177
2279,26271
2280,22412
2280,26729
2280,30558
2280,32974
2281,14721
2281,20689
2281,32080
2282,15967
2282,15990
2282,28213
2283,29561
2284,3942
2284,13484
2284,17062
2284,30702
2285,12724
2285,22527
2285,25902
2286,15487
2286,31386
2286,32397
2287,8399
2287,10732
2287,12606
2287,17814
2288,11276
2288,11895
2288,31465
2289,12881
2289,27576
2290,4443
2290,8594
2290,17608
2290,21930
2291,12254
2291,28957
2291,30608
2292,6161
2292,8495
2292,9365
2292,31430
2292,32728
2293,6826
2293,18387
2293,18524
2293,25693
2293,30506
2293,33191
2294,5593
2294,13696
2294,24645
2294,26094
2294,32677
2295,10720
2295,13196
2295,28534
2296,8983
2296,16101
2296,23994
2296,32430
2297,14655
2297,14987
2297,19266
2297,25884
2298,2759
2298,3281
2298,6403
2298,25605
2299,2797
2299,22352
2299,29949
2300,2607
2300,8397
2300,23848
2301,10611
2301,16958
2301,31504
2302,12401
2302,15549
2302,22099
2302,24019
2302,31539
2303,17292
2303,23582
2303,24132
2304,2320
2304,10871
2304,15997
2304,19991
2304,31025
2305,11310
2305,11740
2305,17868
2306,3653
2306,14016
2306,22231
2306,31500
2307,6763
2307,19646
2307,21378
2307,32147
2308,2608
2308,27825
2308,29309
2309,7139
2309,9776
2309,14860
2309,22101
2309,22213
2309,28397
2310,4511
2310,18839
2311,5223
2311,6507
2311,16999
2312,3397
2312,9176
2312,20664
2312,30546
2313,11032
2313,11050
2313,24681
2314,4708
2314,8309
2314,9418
2315,10497
2315,17616
2315,21751
2316,3222
2316,9343
2316,26305
2317,10979
2317,14205
2317,16398
2317,20064
2318,29334
2318,29724
2318,32348
2319,6329
2319,8157
2319,16551
2319,31824
2320,5365
2320,10871
2320,15997
2320,19991
2320,27078
2321,11776
2321,17206
2321,31011
2322,8061
2322,22205
2322,26171
2323,12402
2323,14639
2323,21790
2324,10183
2324,20945
2324,27902
2325,14840
2325,16180
2325,26827
2326,4062
2326,4806
2326,15626
2326,25436
2326,28066
2326,31175
2327,6822
2327,11371
2327,20728
2327,28542
2327,28719
2328,19279
2328,24960
2328,25356
2328,29399
2329,2842
2329,13936
2329,14360
2329,14868
2329,21666
2330,5670
2330,7935
2330,28412
2330,31933
2332,8734
2332,15448
2332,30470
2333,3778
2333,4292
2333,4698
2333,9497
2333,25996
2334,10077
2334,13276
2334,20258
2335,7944
2335,8959
2335,9054
2335,12869
2335,24642
2336,5761
2336,12769
2336,13442
2336,18813
2336,33312
2337,14795
2337,24961
2337,26495
2338,8718
2338,9103
2338,14573
2339,18924
2339,20509
2340,6104
2340,6975
2340,20950
2341,12868
2341,13736
2342,5725
2342,6372
2342,10615
2342,22630
2342,28927
2343,15575
2343,16257
2343,16598
2343,25964
2343,27010
2343,31388
2344,14186
2344,21939
2344,28964
2345,13635
2345,24333
2346,12886
2346,22607
2346,26093
2346,31266
2347,13017
2347,26406
2347,28939
2347,29192
2348,11557
2348,15550
2349,8347
2349,23605
2349,25090
2350,12346
2350,14882
2350,22392
2351,14279
2351,20635
2351,26340
2351,31260
2352,2781
2352,10614
2352,28543
2353,12311
2353,14535
2353,15104
2353,20045
2353,22550
2353,29748
2353,33248
2354,12281
2354,29716
2354,32068
2355,4197
2355,10477
2355,15533
2355,23201
2355,28621
2356,4351
2356,5561
2356,6962
2356,11722
2356,16070
2357,4424
2357,7391
2357,25519
2357,31615
2358,4416
2358,15791
2358,20871
2358,23894
2359,5380
2359,13878
2359,26546
2359,31957
2360,3989
2360,28649
2360,31607
2361,13677
2361,20229
2361,21041
2361,26001
2362,18841
2362,20723
2362,33204
2363,4566
2363,23340
2363,28474
2364,3944
2364,8903
2364,25577
2365,7362
2365,14314
2365,27706
2366,17241
2366,31850
2368,9973
2368,28640
2368,30463
2369,9757
2369,10807
2369,23209
2370,20459
2370,28227
2370,28501
2371,22750
2371,22895
2371,22998
2372,5728
2372,8878
2372,17159
2372,22628
2373,10475
2373,14196
2374,13100
2374,20637
2374,25778
2375,9153
2375,22571
2376,4907
2376,26743
2376,30149
2377,20057
2377,28869
2378,9571
2378,14919
2378,26291
2379,30114
2379,32780
2380,7953
2380,17021
2380,20036
2381,7611
2381,9471
2381,32420
2382,22797
2382,32807
2382,33365
2383,9575
2383,15964
2383,19623
2383,26457
2384,11257
2384,14196
2384,24002
2384,32884
2385,3262
2385,5889
2385,17691
2385,19403
2385,20408
2386,13837
2386,26584
2387,2889
2387,15425
2387,19050
2388,17815
2388,20554
2388,29211
2388,31354
2389,4657
2389,8055
2389,8904
2389,31947
2390,27325
2390,28572
2390,29075
2391,9257
2391,12570
2391,12736
2391,19681
2392,17059
2392,33122
2393,31069
2394,10933
2394,29099
2394,29529
2395,12317
2395,16610
2395,20047
2395,23901
2396,6942
2396,26296
2396,28281
2397,2857
2397,11620
2397,12377
2397,24788
2397,31649
2398,6333
2398,14645
2398,28034
2399,8193
2399,21026
2399,29043
2399,31000
2400,17654
2400,20807
2400,32224
2401,14202
2401,22052
2401,28415
2402,11686
2402,11989
2402,12674
2403,11886
2403,28110
2404,6323
2404,16091
2404,16164
2405,21048
2405,25822
2405,31890
2406,18552
2406,20193
2406,26018
2406,29121
2406,30048
2406,31884
2407,5120
2407,6035
2407,10436
2407,10725
2407,14617
2407,16669
2408,9532
2408,9972
2408,11871
2409,8510
2409,22864
2409,24508
2409,31438
2409,32667
2410,10675
2410,11193
2410,32071
2411,4423
2411,24557
2411,29188
2412,9853
2412,15519
2412,15577
2412,23066
2413,8206
2413,25195
2413,29093
2414,5627
2414,23415
2414,24109
2414,28829
2415,5345
2415,9464
2415,27466
2415,33359
2416,4267
2416,6974
2416,27060
2417,9628
2417,10701
2417,19457
2417,28746
2418,10875
2418,14756
2418,22354
2418,27698
2418,30848
2418,31722
2419,6145
2419,25589
2419,29046
2419,29214
2420,3721
2420,4428
2420,18287
2421,21204
2421,27076
2421,27152
2421,32901
2422,13256
2422,17160
2422,21842
2423,7048
2423,10015
2423,17334
2423,30192
2424,4054
2424,18714
2424,22488
2424,23914
2425,7595
2425,30763
2425,32633
2426,19750
2426,25234
2427,16521
2427,30081
2428,4074
2428,29370
2428,33259
2429,4235
2429,6568
2429,8912
2429,12768
2429,23669
2430,8677
2430,14150
2430,17444
2430,23327
2431,13806
2431,15296
2431,23636
2431,26140
2432,6014
2432,31904
2433,12521
2433,16725
2433,28758
2433,31851
2434,9620
2434,20589
2434,26417
2435,11243
2435,11295
2435,11464
2436,10146
2436,25887
2436,26250
2436,29788
2437,6201
2437,8266
2437,8720
2437,26901
2437,30329
2438,6287
2438,23853
2438,30888
2439,6840
2439,15765
2439,17954
2439,29320
2440,12260
2440,20460
2440,32952
2441,6679
2441,18812
2441,23788
2442,5332
2442,7108
2442,24154
2442,31888
2443,16806
2443,22810
2443,32914
2444,16170
2444,19479
2444,24729
2444,26464
2444,27846
2444,28982
2444,29763
2445,26393
2445,28465
2446,5939
2446,10534
2446,12607
2446,26485
2447,27026
2447,30157
2447,32911
2448,2679
2448,11411
2448,23638
2448,27468
2449,14240
2449,30445
2450,9199
2450,10212
2450,16993
2450,19627
2450,21599
2450,33221
2451,6208
2451,19091
2451,32356
2452,14718
2452,31881
2452,33222
2453,4783
2453,13858
2453,22739
2453,24744
2453,27245
2454,5882
2454,14644
2454,22391
2455,3305
2455,13560
2455,16510
2455,22195
2456,2569
2456,3584
2456,7439
2456,10944
2457,18233
2457,29961
2458,12047
2458,20394
2458,24053
2458,30320
2459,21960
2459,22439
2459,26609
2460,15911
2460,17710
2460,23212
2460,32120
2461,5451
2461,6314
2461,24311
2462,20968
2462,22139
2462,27294
2462,28098
2462,33430
2463,10147
2463,17407
2463,22016
2463,27260
2463,30323
2464,8301
2464,26227
2464,30290
2465,16119
2465,18658
2465,25626
2465,29105
2465,29226
2466,5335
2466,29324
2467,6693
2467,9084
2467,33156
2468,14403
2468,21795
2468,33300
2469,4278
2469,7279
2469,21737
2470,10307
2470,13543
2470,22118
2471,8018
2471,19690
2471,25451
2471,30895
2472,14867
2472,19105
2472,30351
2473,13785
2473,19924
2473,24032
2474,16160
2474,21478
2474,30046
2475,8345
2475,20256
2475,25313
2476,15192
2476,16558
2476,21110
2477,13302
2477,21394
2478,14777
2478,21034
2478,22525
2478,23946
2479,15112
2479,22407
2480,2902
2480,12991
2480,15100
2480,18628
2480,21581
2480,22121
2481,11087
2481,15471
2481,21717
2482,7458
2482,20618
2482,27632
2483,5072
2483,24087
2483,25813
2484,13043
2484,22662
2484,23231
2484,32851
2484,33394
2485,17623
2485,23972
2485,27851
2486,15914
2486,18783
2486,33001
2487,13940
2487,21906
2487,29484
2488,12864
2488,13772
2488,19244
2488,19519
2488,31686
2489,24770
2489,27306
2489,30881
2490,9125
2490,22844
2490,27301
2491,12788
2491,16246
2491,20080
2491,29937
2492,10490
2492,15799
2492,24641
2492,29921
2492,31110
2493,10952
2494,7396
2494,14944
2494,19977
2494,27777
2495,6465
2495,14167
2495,19389
2495,23432
2496,10588
2496,17821
2496,29874
2497,14552
2497,26051
2497,28577
2498,8680
2498,31401
2499,5315
2499,7339
2499,27861
2500,14036
2500,23786
2500,25849
2500,32862
2500,32878
2502,15172
2502,21115
2502,25522
2503,9684
2503,16828
2503,19518
2503,21410
2503,27221
2504,12976
2504,23210
2504,23470
2505,4932
2505,29105
2505,31895
2506,25038
2506,25277
2506,29280
2506,32449
2507,3261
2507,23402
2507,24185
2508,3959
2508,6522
2508,7110
2508,13355
2509,8194
2510,5280
2510,12535
2510,27252
2511,12785
2511,15680
2511,19060
2511,22803
2511,25379
2512,16985
2512,17448
2512,25031
2512,26060
2513,3290
2513,6415
2513,14929
2513,29960
2514,14305
2514,15931
2514,26265
2515,9160
2515,10195
2515,30681
2516,17863
2516,21348
2516,25859
2516,29625
2516,31264
2517,9279
2517,9652
2517,10347
2517,24441
2518,3313
2518,9350
2518,16049
2518,33455
2519,28272
2519,29409
2520,3409
2520,20039
2520,20539
2520,24817
2521,14114
2521,18075
2521,23233
2522,4124
2522,14389
2522,28712
2523,6284
2523,10264
2523,26235
2523,26480
2523,30953
2524,12443
2524,19649
2524,30989
2525,8052
2525,23363
2525,25119
2526,4432
2526,24356
2526,30550
2526,32628
2527,5125
2527,13999
2527,14497
2528,17562
2528,28936
2528,32021
2529,9808
2529,13059
2529,21152
2530,3276
2530,20120
2530,21632
2531,18159
2531,22701
2531,25025
2531,25040
2532,2899
2532,5862
2532,24520
2532,25851
2532,30645
2533,15976
2533,24715
2533,26011
2533,27311
2534,9412
2534,19039
2534,29392
2535,11929
2535,15151
2535,24526
2535,27995
2535,28284
2535,29310
2537,13663
2537,28086
2537,31742
2537,32160
2538,8326
2538,9436
2538,31690
2539,10961
2539,23937
2539,26814
2539,31528
2540,5343
2540,14448
2540,27717
2541,4887
2541,15126
2541,23434
2541,26137
2541,27954
2541,32459
2542,6296
2542,13268
2542,17369
2543,10822
2543,10968
2543,27912
2544,5535
2544,31339
2545,12566
2545,28876
2545,32971
2546,5051
2546,11324
2546,29571
2547,11929
2547,20967
2547,24526
2548,5968
2548,19068
2549,16978
2549,17116
2549,24574
2549,26405
2550,5817
2550,11649
2550,15818
2550,16210
2550,16637
2551,11553
2551,14913
2551,20570
2551,31002
2552,2831
2552,12917
2553,12836
2553,13801
2553,18620
2553,31696
2554,3924
2554,14793
2554,18029
2554,19734
2554,21500
2554,25894
2555,8411
2555,10305
2555,14371
2555,28922
2556,5458
2556,10263
2556,25069
2556,26791
2556,29275
2557,18011
2557,18030
2557,32226
2558,4799
2558,10747
2558,18724
2558,28127
2559,10012
2559,14706
2559,22270
2560,8902
2560,26267
2560,32301
2561,12365
2561,17857
2561,19013
2561,28322
2561,32741
2562,3661
2562,14788
2562,18694
2562,21168
2563,6766
2563,22292
2563,28417
2563,29303
2564,7487
2564,8804
2564,29442
2565,5509
2565,7690
2565,9573
2566,6907
2566,20156
2566,24397
2567,13771
2567,22777
2567,24601
2567,30852
2568,7418
2568,16887
2568,18653
2568,29129
2569,5279
2569,7439
2569,10944
2569,19410
2570,3599
2570,17140
2570,29935
2571,27000
2571,28021
2572,8405
2572,20225
2572,20870
2573,7232
2573,8305
2573,10426
2573,15708
2573,21144
2574,3917
2574,19546
2574,25477
2574,31940
2575,22077
2575,22082
2575,22958
2575,28001
2575,31246
2576,4370
2576,4931
2576,20901
2576,24421
2577,32742
2578,14685
2578,18010
2578,23931
2578,27011
2579,6535
2579,7950
2580,18748
2580,22070
2580,28007
2580,32344
2581,7317
2581,21195
2581,29978
2582,15636
2582,17830
2582,32519
2583,15661
2583,25074
2583,29938
2584,25920
2584,27434
2584,28069
2584,29382
2585,3488
2585,5524
2585,8970
2585,18834
2585,19606
2585,28712
2586,4322
2586,6456
2586,14817
2586,21982
2586,22376
2587,9171
2587,20155
2587,20920
2587,26793
2588,6398
2588,28872
2588,29693
2589,14477
2589,20329
2590,5205
2590,7811
2590,8655
2590,23363
2591,13297
2591,24115
2591,25704
2592,6225
2592,7479
2593,26623
2593,29350
2593,32019
2594,16566
2594,16593
2594,16758
2595,11093
2595,19766
2595,30522
2596,12024
2596,12628
2596,17817
2597,14694
2597,21467
2598,7448
2598,17707
2598,18958
2599,7100
2599,20237
2600,7565
2600,9371
2600,20514
2601,17453
2601,18010
2601,26816
2602,3199
2602,16698
2602,23747
2602,27205
2603,19189
2603,19572
2603,19977
2603,27332
2604,3282
2604,17681
2604,26428
2604,29250
2605,8501
2605,26534
2605,29284
2605,30509
2606,10381
2606,10798
2606,16154
2606,18412
2607,8397
2607,30922
2608,10604
2608,27825
2609,16512
2609,27798
2609,29473
2610,4929
2610,13088
2610,32281
2611,4968
2611,18736
2611,30725
2611,31123
2612,13210
2612,15426
2612,16413
2612,17515
2613,4359
2613,18785
2613,19419
2613,23477
2613,31404
2613,32101
2614,4961
2614,8319
2614,18442
2614,20512
2614,24086
2615,8527
2615,18952
2615,29206
2616,3874
2616,7818
2616,26650
2617,19648
2617,20667
2617,30758
2618,9870
2618,17175
2618,23307
2619,7564
2619,17543
2619,18750
2619,21036
2620,5487
2620,15979
2620,17694
2620,30416
2621,10111
2621,10573
2621,13222
2621,29819
2622,10247
2622,18338
2622,25847
2622,31071
2623,11536
2623,26274
2623,32236
2624,3336
2624,21974
2624,28173
2625,20621
2625,22798
2625,30548
2626,16513
2626,20682
2626,22934
2627,6955
2627,13977
2627,20617
2628,9744
2628,13289
2628,19787
2629,3752
2629,14071
2629,18304
2629,22107
2629,31603
2630,10045
2630,27451
2630,32592
2630,32773
2631,25334
2631,26659
2632,16313
2632,18556
2632,29579
2633,5523
2633,8443
2633,25771
2634,11274
2634,26262
2634,27939
2635,8112
2635,14238
2635,17739
2636,11129
2636,15206
2636,22358
2636,30753
2637,9709
2637,19058
2638,2896
2638,5170
2638,27130
2639,7409
2639,9857
2639,27726
2640,4649
2640,16720
2640,24678
2640,32143
2641,9533
2641,20231
2642,7104
2642,9663
2642,20561
2642,25644
2643,12109
2643,13762
2643,17759
2644,6809
2644,11044
2644,18238
2645,4413
2645,10109
2645,11400
2645,29619
2646,11775
2646,12661
2646,15690
2646,18652
2646,23374
2646,30472
2646,32376
2647,6397
2647,8741
2647,18489
2647,24966
2649,10163
2649,13088
2649,14931
2649,24287
2650,9891
2650,20903
2650,26667
2651,15571
2651,22296
2651,29178
2652,15054
2652,16874
2652,18180
2652,18740
2652,33472
2653,7816
2653,12824
2653,14288
2653,21595
2654,3123
2654,18795
2654,19436
2654,21391
2655,17568
2655,25036
2655,32091
2656,7819
2656,7833
2656,13119
2656,15067
2656,21719
2656,31864
2656,31929
2657,12332
2657,30208
2658,8209
2658,14351
2658,14999
2658,16888
2658,22517
2658,25283
2659,4737
2659,8123
2659,28741
2660,9775
2660,10400
2660,10425
2660,13261
2660,15182
2660,23833
2661,8673
2661,15224
2661,23330
2662,12008
2662,21679
2662,23607
2662,25684
2662,27679
2663,5959
2663,6092
2663,8747
2663,11967
2663,15523
2663,20680
2663,23336
2664,11199
2664,29848
2664,32781
2665,2728
2665,3381
2665,12455
2666,21489
2666,27850
2666,29123
2667,12509
2667,18506
2667,24712
2667,32293
2668,13872
2668,14699
2668,27186
2669,3338
2669,14876
2669,20614
2670,11209
2670,17842
2670,20782
2670,30204
2671,9749
2671,17207
2671,17723
2671,29480
2672,7258
2672,12536
2672,13554
2672,17587
2672,24251
2673,12452
2673,16401
2673,22610
2674,10709
2674,11337
2674,14319
2675,6844
2675,25167
2675,28151
2675,31842
2676,7742
2676,17675
2676,21935
2676,27908
2677,10328
2677,19742
2677,32064
2678,9089
2678,15500
2679,14345
2679,23638
2679,25797
2680,22356
2680,29199
2680,30289
2681,3362
2681,3687
2681,24422
2681,29354
2682,3229
2682,17157
2682,20109
2683,7293
2683,14561
2683,27674
2684,8705
2686,11331
2686,14197
2686,22771
2686,25616
2687,3581
2687,6407
2687,19245
2687,25821
2688,5407
2688,8632
2688,15073
2688,24040
2688,29118
2689,5693
2689,5789
2689,13825
2690,10966
2690,17552
2690,19903
2690,28103
2690,33495
2691,10312
2691,22448
2691,33399
2692,7613
2692,21680
2692,23176
2692,28586
2693,10172
2693,14271
2693,16197
2693,19956
2694,14552
2694,28577
2694,32602
2694,33230
2695,7995
2695,12950
2695,25702
2696,9651
2696,29056
2696,33412
2697,18131
2697,21252
2697,22485
2698,3731
2698,14461
2698,14593
2698,16144
2699,18878
2699,33452
2700,6698
2700,7190
2700,13461
2701,11548
2701,27753
2701,28433
2702,3603
2702,20401
2702,21462
2702,30812
2703,8599
2703,9954
2703,18110
2703,24586
2704,7692
2704,14859
2704,16877
2704,26105
2704,32943
2705,11815
2705,22425
2705,23721
2706,11695
2706,22059
2706,23739
2707,8411
2707,13179
2707,22189
2707,28922
2708,9781
2708,9924
2708,21406
2708,31185
2709,3423
2709,22649
2709,28000
2710,3968
2710,4177
2711,4327
2711,7465
2711,11948
2711,30054
2711,31797
2712,3424
2712,5704
2712,22889
2713,12805
2713,18603
2713,25664
2714,3872
2714,18870
2714,23258
2715,4629
2715,6909
2716,6842
2716,18814
2716,20135
2717,4411
2717,13683
2717,22732
2717,31302
2718,25376
2718,27247
2718,33428
2719,3502
2719,6936
2719,7107
2719,31889
2720,4331
2720,5183
2720,7946
2720,8785
2720,9634
2720,29128
2721,8349
2721,15796
2722,4526
2722,7826
2722,11706
2723,11361
2723,17500
2723,30431
2724,2976
2724,6805
2724,13670
2724,15808
2724,25219
2725,3256
2725,3714
2725,5743
2725,19748
2725,23948
2725,32041
2726,26896
2726,31775
2727,6155
2727,6282
2727,20601
2728,3381
2728,12455
2728,12829
2728,27043
2729,4419
2729,12201
2729,20866
2729,25759
2729,29363
2730,8256
2730,21422
2730,29182
2731,4197
2731,4934
2731,5980
2731,15533
2731,19404
2732,4453
2732,5897
2732,28067
2733,9561
2733,15438
2733,23384
2734,11880
2734,18658
2734,26615
2734,27968
2735,7423
2735,9502
2735,12826
2736,13342
2736,19240
2736,22282
2736,26675
2737,12772
2737,12775
2738,7909
2738,22631
2739,4763
2740,6023
2740,10362
2740,22256
2741,26418
2741,26475
2741,29992
2742,10244
2742,25359
2742,30818
2743,12852
2743,25995
2743,30499
2744,5671
2744,12048
2744,13349
2744,19732
2745,4126
2745,21868
2745,32235
2745,32271
2746,5942
2746,12305
2746,12542
2747,15565
2747,25509
2747,33273
2748,7353
2748,8534
2749,8141
2749,20645
2749,28945
2750,4880
2750,10593
2750,32333
2750,33306
2751,5565
2751,6294
2751,22476
2752,6324
2752,28107
2752,31290
2752,31912
2752,32748
2753,9923
2753,20176
2753,20786
2753,30485
2754,3246
2754,14038
2754,19458
2756,17104
2756,28580
2757,5030
2757,10468
2757,25318
2757,30697
2757,32922
2758,18919
2758,21038
2758,21355
2759,3281
2759,6403
2759,25605
2760,3757
2760,12185
2760,24042
2761,10567
2761,13832
2761,16315
2761,25743
2762,14421
2762,15925
2762,28724
2763,17310
2763,24868
2763,25954
2764,9726
2764,9897
2764,14017
2764,25963
2765,9841
2766,6726
2766,17268
2766,17325
2767,16488
2767,21778
2767,26921
2767,33068
2768,4045
2768,16646
2769,22144
2769,22472
2769,27659
2770,22239
2770,31068
2770,33419
2771,3937
2771,11597
2771,23093
2772,10738
2772,22775
2772,30991
2772,32045
2773,11355
2773,16812
2774,4457
2774,8034
2774,29991
2775,4478
2775,19341
2775,20003
2775,20210
2775,22568
2775,30908
2776,19416
2776,21671
2776,31284
2777,10748
2777,18182
2777,21229
2778,4243
2778,13462
2778,15622
2778,25315
2779,18543
2779,23975
2779,33134
2780,4959
2780,5295
2780,14853
2780,26328
2781,10614
2781,19513
2781,23588
2782,3152
2782,6455
2782,32079
2782,33376
2783,18439
2783,18926
2783,24286
2784,8712
2784,12647
2784,21856
2784,23737
2784,30414
2785,5537
2785,13879
2785,28306
2785,32748
2786,6019
2786,20471
2786,23769
2786,28579
2787,5891
2787,7921
2787,15650
2787,16000
2788,9473
2788,14122
2788,18719
2790,16080
2790,22530
2790,33110
2791,4184
2791,15080
2791,29355
2792,9982
2792,18892
2792,20862
2792,21916
2793,15375
2793,22652
2793,30954
2794,9622
2794,12380
2794,12653
2794,20817
2795,5330
2795,6439
2795,9800
2796,5288
2796,6311
2796,28830
2797,21994
2797,22352
2797,24900
2797,27267
2798,13694
2798,17728
2798,28624
2798,32319
2799,6866
2799,16719
2799,20120
2800,16894
2800,21046
2800,27916
2800,28333
2801,11098
2801,15217
2801,28328
2802,25700
2802,30281
2802,30883
2803,7553
2803,18314
2803,28057
2803,29630
2804,4402
2804,14500
2804,16194
2804,30298
2804,30627
2805,15929
2805,27888
2805,29823
2806,4259
2806,6955
2806,10891
2806,21020
2806,32617
2807,9765
2807,17853
2807,18707
2807,31610
2808,3467
2808,7477
2808,22080
2808,22498
2808,26209
2809,6808
2809,9144
2810,4735
2810,15286
2810,18162
2810,18591
2810,25088
2811,24155
2811,25662
2811,27850
2811,28248
2812,20625
2812,21837
2813,17261
2813,17931
2813,24409
2814,3153
2814,9948
2814,19773
2814,27680
2815,9078
2815,9333
2815,16776
2816,15379
2816,24617
2817,7455
2817,15031
2817,25197
2818,3292
2818,4977
2818,24739
2818,27889
2818,33382
2819,7674
2819,11244
2819,17727
2819,21606
2819,26421
2820,8265
2820,19324
2821,12721
2821,16178
2821,20323
2822,4497
2822,11998
2822,21731
2822,30799
2823,4073
2823,9942
2823,25188
2824,12013
2824,31340
2824,33214
2825,5982
2825,8853
2825,20086
2825,24173
2825,29135
2826,7073
2826,13622
2827,6451
2827,14460
2827,26729
2827,32974
2828,6277
2828,14183
2828,15297
2829,12691
2829,14642
2829,26306
2830,3804
2830,7580
2830,18990
2830,22961
2831,12917
2832,6190
2832,24043
2833,8299
2833,26586
2834,11021
2834,24880
2834,27723
2835,11090
2835,11744
2835,29302
2835,29657
2836,12993
2836,16673
2836,20893
2836,30260
2836,30867
2837,13506
2837,15798
2837,17269
2837,27604
2838,5253
2838,11279
2838,15228
2838,15684
2838,23207
2839,3810
2839,4473
2839,6168
2839,26355
2840,12618
2840,13364
2840,24486
2841,3492
2841,5220
2841,24924
2841,27725
2842,14360
2842,14868
2843,7399
2843,10861
2843,11169
2843,17124
2843,18365
2843,25515
2844,6265
2844,30672
2844,32657
2845,3583
2845,18828
2845,20447
2845,32193
2845,32790
2846,5922
2846,20644
2846,26789
2847,8432
2847,13284
2847,25891
2848,10192
2848,11500
2848,14959
2849,15593
2849,16225
2849,31778
2850,5772
2850,6029
2850,6981
2850,8979
2850,10469
2851,5860
2851,25335
2851,31404
2852,10541
2852,12526
2852,14021
2852,32528
2853,25744
2853,27814
2854,7227
2854,10552
2854,26922
2854,33211
2855,21072
2855,27817
2855,31542
2855,32386
2856,7628
2856,11961
2856,16778
2857,14292
2857,21314
2857,24788
2857,31649
2858,11131
2858,11533
2858,13002
2858,17626
2859,3538
2859,14624
2859,20856
2859,24191
2859,32046
2860,10407
2860,16094
2860,23168
2861,9811
2861,16409
2861,30475
2862,3809
2862,9401
2862,17579
2863,10385
2863,10857
2863,10972
2863,26591
2864,4860
2864,10978
2864,17629
2864,18580
2864,23727
2864,25234
2865,6769
2865,24825
2865,26329
2866,8452
2866,14950
2866,26128
2867,16256
2867,27139
2867,28462
2867,33042
2868,8081
2868,13525
2868,29324
2869,7646
2869,18951
2869,21027
2870,6782
2870,9695
2870,24899
2870,31456
2871,14204
2871,16550
2871,21038
2872,15702
2872,21980
2872,26059
2873,6956
2873,21821
2873,22959
2874,7250
2874,7288
2874,14844
2875,4101
2875,16900
2876,4287
2876,17366
2876,20339
2876,32598
2877,22001
2877,24848
2877,33048
2878,11696
2878,18257
2878,20522
2879,11848
2879,19520
2879,19617
2879,32242
2880,9959
2880,16022
2880,16636
2880,25436
2880,27799
2880,28498
2881,4047
2881,11943
2881,22505
2882,31869
2883,13269
2883,22711
2883,31644
2884,3318
2884,3979
2884,6303
2884,26990
2884,27352
2885,7683
2885,10318
2885,11920
2886,3027
2886,6957
2886,13339
2886,17724
2887,26592
2887,30672
2887,32657
2887,33440
2888,13353
2888,20376
2888,25323
2888,29494
2888,33199
2889,3329
2890,3625
2890,16285
2890,19707
2890,30883
2891,10205
2891,11248
2891,24015
2892,5126
2892,10107
2892,19062
2892,20848
2892,23308
2893,11526
2893,11588
2893,18490
2893,33195
2894,6517
2894,30763
2895,8991
2895,15457
2895,19951
2895,31204
2895,33202
2896,5170
2896,27130
2897,10647
2897,10695
2897,26409
2898,21600
2898,29515
2898,33419
2899,7013
2899,25851
2899,27969
2900,4097
2900,6399
2900,15898
2900,22994
2901,5034
2901,8733
2901,18138
2901,22976
2902,9267
2902,12371
2902,12991
2902,15100
2902,22121
2902,26841
2903,10428
2903,20890
2903,23203
2904,7213
2904,18862
2904,21494
2904,31457
2905,3319
2905,3844
2905,20100
2906,20653
2906,23959
2906,27415
2907,15444
2907,21212
2907,28262
2908,7314
2908,13686
2908,18981
2908,32167
2909,12117
2909,13343
2909,18550
2910,4272
2910,10430
2910,30975
2911,3832
2911,9717
2911,31652
2912,14978
2913,3938
2913,8292
2913,10489
2913,10885
2913,26699
2914,15894
2914,17461
2914,18601
2915,3693
2915,20109
2915,24054
2915,26542
2916,4458
2916,7567
2916,11409
2916,14753
2916,20063
2916,31750
2917,7746
2917,26681
2917,27681
2917,28778
2917,30544
2918,11266
2918,18526
2918,24459
2918,27131
2919,29910
2919,31844
2920,7678
2920,9588
2920,15959
2920,19136
2920,28860
2921,8051
2921,11242
2921,17673
2921,27280
2922,15214
2922,16754
2922,23600
2922,27134
2922,33041
2923,18978
2923,23033
2923,30681
2924,17047
2924,17856
2924,29628
2925,5905
2925,7726
2925,19827
2926,6727
2926,15302
2926,18887
2926,19094
2926,23337
2926,25921
2926,29217
2926,31359
2927,3486
2927,7669
2927,9956
2927,15004
2927,17401
2927,23130
2928,5483
2928,22272
2928,28471
2929,5475
2929,21844
2929,27594
2930,12875
2930,13243
2930,16126
2931,18697
2931,19814
2932,5478
2932,23317
2932,24793
2933,6160
2933,18832
2933,21284
2933,25941
2934,3291
2934,6532
2934,9758
2934,30608
2935,16252
2935,19746
2935,21576
2935,22025
2935,31127
2936,3662
2936,7486
2936,32818
2937,8771
2937,9820
2937,13809
2938,3979
2938,29803
2939,25929
2939,33178
2940,3699
2940,15870
2940,21977
2940,26854
2941,3530
2941,15804
2941,24404
2942,3003
2942,12271
2942,32248
2943,9929
2943,16435
2943,27508
2944,7502
2944,15820
2944,16486
2945,4671
